"tipo_de_geracao","regiao","unidade_de_medida","ano","mes","geracao_de_energia"
"EME","S","Mwmed","2014",12,0
"EME","S","Mwmed","2015",1,0
"EME","S","Mwmed","2015",2,0
"EME","S","Mwmed","2015",3,0
"EME","S","Mwmed","2015",4,0
"EME","S","Mwmed","2015",5,0
"EME","S","Mwmed","2015",6,0
"EME","S","Mwmed","2015",7,0
"EME","S","Mwmed","2015",8,0
"EME","S","Mwmed","2015",9,0
"EME","S","Mwmed","2015",10,0
"EME","S","Mwmed","2015",11,0
"EME","S","Mwmed","2015",12,0
"EME","S","Mwmed","2016",1,0
"EME","S","Mwmed","2016",2,0
"EME","S","Mwmed","2016",3,0
"EME","S","Mwmed","2016",4,0
"EME","S","Mwmed","2016",5,0
"EME","S","Mwmed","2016",6,0
"EME","S","Mwmed","2016",7,0
"EME","S","Mwmed","2016",8,0
"EME","S","Mwmed","2016",9,0
"EME","S","Mwmed","2016",10,0
"EME","S","Mwmed","2016",11,0
"EME","S","Mwmed","2016",12,0
"EOL","NE","GWh","2006",1,0
"EOL","NE","GWh","2006",2,0
"EOL","NE","GWh","2006",3,0
"EOL","NE","GWh","2006",4,0.35
"EOL","NE","GWh","2006",5,1.47
"EOL","NE","GWh","2006",6,4.83
"EOL","NE","GWh","2006",7,9.92
"EOL","NE","GWh","2006",8,14.5
"EOL","NE","GWh","2006",9,16.48
"EOL","NE","GWh","2006",10,17.34
"EOL","NE","GWh","2006",11,14.49
"EOL","NE","GWh","2006",12,11.27
"EOL","NE","GWh","2007",1,11.62
"EOL","NE","GWh","2007",2,7.05
"EOL","NE","GWh","2007",3,10.96
"EOL","NE","GWh","2007",4,8.76
"EOL","NE","GWh","2007",5,7.76
"EOL","NE","GWh","2007",6,7.53
"EOL","NE","GWh","2007",7,8.39
"EOL","NE","GWh","2007",8,16.82
"EOL","NE","GWh","2007",9,19.55
"EOL","NE","GWh","2007",10,20.4
"EOL","NE","GWh","2007",11,15.75
"EOL","NE","GWh","2007",12,15.95
"EOL","NE","GWh","2008",1,13.4
"EOL","NE","GWh","2008",2,10.39
"EOL","NE","GWh","2008",3,3.87
"EOL","NE","GWh","2008",4,3.92
"EOL","NE","GWh","2008",5,5.17
"EOL","NE","GWh","2008",6,9.27
"EOL","NE","GWh","2008",7,13.59
"EOL","NE","GWh","2008",8,13.24
"EOL","NE","GWh","2008",9,15.1
"EOL","NE","GWh","2008",10,19.82
"EOL","NE","GWh","2008",11,15.16
"EOL","NE","GWh","2008",12,12.42
"EOL","NE","GWh","2009",1,10.91
"EOL","NE","GWh","2009",2,8.26
"EOL","NE","GWh","2009",3,5.95
"EOL","NE","GWh","2009",4,2.71
"EOL","NE","GWh","2009",5,3.36
"EOL","NE","GWh","2009",6,6.87
"EOL","NE","GWh","2009",7,6.58
"EOL","NE","GWh","2009",8,27.5
"EOL","NE","GWh","2009",9,50.05
"EOL","NE","GWh","2009",10,64.21
"EOL","NE","GWh","2009",11,72.5
"EOL","NE","GWh","2009",12,63.84
"EOL","NE","GWh","2010",1,56.64
"EOL","NE","GWh","2010",2,91.65
"EOL","NE","GWh","2010",3,80.84
"EOL","NE","GWh","2010",4,60.46
"EOL","NE","GWh","2010",5,75.49
"EOL","NE","GWh","2010",6,74.97
"EOL","NE","GWh","2010",7,69.65
"EOL","NE","GWh","2010",8,121.45
"EOL","NE","GWh","2010",9,144.58
"EOL","NE","GWh","2010",10,115.19
"EOL","NE","GWh","2010",11,128.11
"EOL","NE","GWh","2010",12,33.85
"EOL","NE","GWh","2011",1,50.81
"EOL","NE","GWh","2011",2,47.35
"EOL","NE","GWh","2011",3,31.38
"EOL","NE","GWh","2011",4,25.07
"EOL","NE","GWh","2011",5,39.71
"EOL","NE","GWh","2011",6,51.09
"EOL","NE","GWh","2011",7,80.95
"EOL","NE","GWh","2011",8,147.42
"EOL","NE","GWh","2011",9,173.07
"EOL","NE","GWh","2011",10,195.92
"EOL","NE","GWh","2011",11,212.31
"EOL","NE","GWh","2011",12,205.86
"EOL","NE","GWh","2012",1,195.03
"EOL","NE","GWh","2012",2,134.21
"EOL","NE","GWh","2012",3,116.52
"EOL","NE","GWh","2012",4,126.14
"EOL","NE","GWh","2012",5,157.27
"EOL","NE","GWh","2012",6,154.04
"EOL","NE","GWh","2012",7,204.12
"EOL","NE","GWh","2012",8,241.32
"EOL","NE","GWh","2012",9,247.74
"EOL","NE","GWh","2012",10,222.66
"EOL","NE","GWh","2012",11,208.94
"EOL","NE","GWh","2012",12,275.65
"EOL","NE","GWh","2013",1,211.01
"EOL","NE","GWh","2013",2,211.9
"EOL","NE","GWh","2013",3,212.55
"EOL","NE","GWh","2013",4,121.15
"EOL","NE","GWh","2013",5,161
"EOL","NE","GWh","2013",6,143.19
"EOL","NE","GWh","2013",7,206.64
"EOL","NE","GWh","2013",8,275.09
"EOL","NE","GWh","2013",9,354.25
"EOL","NE","GWh","2013",10,371.28
"EOL","NE","GWh","2013",11,359.14
"EOL","NE","GWh","2013",12,327.02
"EOL","NE","GWh","2014",1,362.99
"EOL","NE","GWh","2014",2,312.94
"EOL","NE","GWh","2014",3,304.64
"EOL","NE","GWh","2014",4,268.43
"EOL","NE","GWh","2014",5,300.46
"EOL","NE","GWh","2014",6,537.2
"EOL","NE","GWh","2014",7,792.15
"EOL","NE","GWh","2014",8,969.7
"EOL","NE","GWh","2014",9,914.7
"EOL","NE","GWh","2014",10,1148.52
"EOL","NE","GWh","2014",11,941.21
"EOL","NE","GWh","2014",12,1021.37
"EOL","NE","GWh","2015",1,1147.2
"EOL","NE","GWh","2015",2,874.53
"EOL","NE","GWh","2015",3,770.61
"EOL","NE","GWh","2015",4,668.82
"EOL","NE","GWh","2015",5,1132.68
"EOL","NE","GWh","2015",6,1174.77
"EOL","NE","GWh","2015",7,1450.51
"EOL","NE","GWh","2015",8,1871.92
"EOL","NE","GWh","2015",9,1671.81
"EOL","NE","GWh","2015",10,1782.67
"EOL","NE","GWh","2015",11,1483.93
"EOL","NE","GWh","2015",12,1664.63
"EOL","NE","GWh","2016",1,892.25
"EOL","NE","GWh","2016",2,1490.12
"EOL","NE","GWh","2016",3,1565.24
"EOL","NE","GWh","2016",4,1856.3
"EOL","NE","GWh","2016",5,1902.95
"EOL","NE","GWh","2016",6,2215.04
"EOL","NE","GWh","2016",7,2684.51
"EOL","NE","GWh","2016",8,2803.4
"EOL","NE","GWh","2016",9,0
"EOL","NE","GWh","2016",10,0
"EOL","NE","GWh","2016",11,0
"EOL","NE","GWh","2016",12,0
"EOL","NE","Mwmed","2006",1,0
"EOL","NE","Mwmed","2006",2,0
"EOL","NE","Mwmed","2006",3,0
"EOL","NE","Mwmed","2006",4,0.48
"EOL","NE","Mwmed","2006",5,1.98
"EOL","NE","Mwmed","2006",6,6.71
"EOL","NE","Mwmed","2006",7,13.34
"EOL","NE","Mwmed","2006",8,19.49
"EOL","NE","Mwmed","2006",9,22.89
"EOL","NE","Mwmed","2006",10,23.3
"EOL","NE","Mwmed","2006",11,20.15
"EOL","NE","Mwmed","2006",12,15.15
"EOL","NE","Mwmed","2007",1,15.62
"EOL","NE","Mwmed","2007",2,10.48
"EOL","NE","Mwmed","2007",3,14.73
"EOL","NE","Mwmed","2007",4,12.16
"EOL","NE","Mwmed","2007",5,10.43
"EOL","NE","Mwmed","2007",6,10.46
"EOL","NE","Mwmed","2007",7,11.28
"EOL","NE","Mwmed","2007",8,22.61
"EOL","NE","Mwmed","2007",9,27.15
"EOL","NE","Mwmed","2007",10,27.45
"EOL","NE","Mwmed","2007",11,21.88
"EOL","NE","Mwmed","2007",12,21.44
"EOL","NE","Mwmed","2008",1,18.01
"EOL","NE","Mwmed","2008",2,14.9
"EOL","NE","Mwmed","2008",3,5.2
"EOL","NE","Mwmed","2008",4,5.45
"EOL","NE","Mwmed","2008",5,6.95
"EOL","NE","Mwmed","2008",6,12.87
"EOL","NE","Mwmed","2008",7,18.27
"EOL","NE","Mwmed","2008",8,17.79
"EOL","NE","Mwmed","2008",9,20.97
"EOL","NE","Mwmed","2008",10,26.67
"EOL","NE","Mwmed","2008",11,21.05
"EOL","NE","Mwmed","2008",12,16.7
"EOL","NE","Mwmed","2009",1,14.66
"EOL","NE","Mwmed","2009",2,12.27
"EOL","NE","Mwmed","2009",3,8
"EOL","NE","Mwmed","2009",4,3.77
"EOL","NE","Mwmed","2009",5,4.51
"EOL","NE","Mwmed","2009",6,9.54
"EOL","NE","Mwmed","2009",7,8.85
"EOL","NE","Mwmed","2009",8,36.96
"EOL","NE","Mwmed","2009",9,69.51
"EOL","NE","Mwmed","2009",10,86.42
"EOL","NE","Mwmed","2009",11,100.69
"EOL","NE","Mwmed","2009",12,85.8
"EOL","NE","Mwmed","2010",1,76.13
"EOL","NE","Mwmed","2010",2,136.18
"EOL","NE","Mwmed","2010",3,108.65
"EOL","NE","Mwmed","2010",4,83.97
"EOL","NE","Mwmed","2010",5,101.46
"EOL","NE","Mwmed","2010",6,104.12
"EOL","NE","Mwmed","2010",7,93.61
"EOL","NE","Mwmed","2010",8,163.24
"EOL","NE","Mwmed","2010",9,200.81
"EOL","NE","Mwmed","2010",10,154.82
"EOL","NE","Mwmed","2010",11,177.93
"EOL","NE","Mwmed","2010",12,45.5
"EOL","NE","Mwmed","2011",1,68.29
"EOL","NE","Mwmed","2011",2,70.35
"EOL","NE","Mwmed","2011",3,42.18
"EOL","NE","Mwmed","2011",4,34.82
"EOL","NE","Mwmed","2011",5,53.37
"EOL","NE","Mwmed","2011",6,70.96
"EOL","NE","Mwmed","2011",7,108.81
"EOL","NE","Mwmed","2011",8,198.14
"EOL","NE","Mwmed","2011",9,240.38
"EOL","NE","Mwmed","2011",10,263.69
"EOL","NE","Mwmed","2011",11,294.88
"EOL","NE","Mwmed","2011",12,276.69
"EOL","NE","Mwmed","2012",1,262.14
"EOL","NE","Mwmed","2012",2,192.55
"EOL","NE","Mwmed","2012",3,156.61
"EOL","NE","Mwmed","2012",4,175.19
"EOL","NE","Mwmed","2012",5,211.38
"EOL","NE","Mwmed","2012",6,213.95
"EOL","NE","Mwmed","2012",7,274.35
"EOL","NE","Mwmed","2012",8,324.36
"EOL","NE","Mwmed","2012",9,344.09
"EOL","NE","Mwmed","2012",10,299.68
"EOL","NE","Mwmed","2012",11,290.2
"EOL","NE","Mwmed","2012",12,370.5
"EOL","NE","Mwmed","2013",1,283.61
"EOL","NE","Mwmed","2013",2,314.86
"EOL","NE","Mwmed","2013",3,285.69
"EOL","NE","Mwmed","2013",4,168.27
"EOL","NE","Mwmed","2013",5,216.4
"EOL","NE","Mwmed","2013",6,198.87
"EOL","NE","Mwmed","2013",7,277.74
"EOL","NE","Mwmed","2013",8,369.74
"EOL","NE","Mwmed","2013",9,492.01
"EOL","NE","Mwmed","2013",10,499.03
"EOL","NE","Mwmed","2013",11,498.8
"EOL","NE","Mwmed","2013",12,439.54
"EOL","NE","Mwmed","2014",1,487.9
"EOL","NE","Mwmed","2014",2,464.99
"EOL","NE","Mwmed","2014",3,409.46
"EOL","NE","Mwmed","2014",4,372.82
"EOL","NE","Mwmed","2014",5,403.85
"EOL","NE","Mwmed","2014",6,746.11
"EOL","NE","Mwmed","2014",7,1064.72
"EOL","NE","Mwmed","2014",8,1303.37
"EOL","NE","Mwmed","2014",9,1270.41
"EOL","NE","Mwmed","2014",10,1545.79
"EOL","NE","Mwmed","2014",11,1307.24
"EOL","NE","Mwmed","2014",12,1372.81
"EOL","NE","Mwmed","2015",1,1541.94
"EOL","NE","Mwmed","2015",2,1299.44
"EOL","NE","Mwmed","2015",3,1035.77
"EOL","NE","Mwmed","2015",4,928.91
"EOL","NE","Mwmed","2015",5,1522.42
"EOL","NE","Mwmed","2015",6,1631.62
"EOL","NE","Mwmed","2015",7,1949.61
"EOL","NE","Mwmed","2015",8,2516.03
"EOL","NE","Mwmed","2015",9,2321.96
"EOL","NE","Mwmed","2015",10,2399.29
"EOL","NE","Mwmed","2015",11,2061.01
"EOL","NE","Mwmed","2015",12,2237.41
"EOL","NE","Mwmed","2016",1,1199.27
"EOL","NE","Mwmed","2016",2,2137.91
"EOL","NE","Mwmed","2016",3,2103.82
"EOL","NE","Mwmed","2016",4,2578.19
"EOL","NE","Mwmed","2016",5,2557.72
"EOL","NE","Mwmed","2016",6,3076.44
"EOL","NE","Mwmed","2016",7,3608.21
"EOL","NE","Mwmed","2016",8,3768.02
"EOL","NE","Mwmed","2016",9,0
"EOL","NE","Mwmed","2016",10,0
"EOL","NE","Mwmed","2016",11,0
"EOL","NE","Mwmed","2016",12,0
"EOL","N","GWh","2006",1,0
"EOL","N","GWh","2006",2,0
"EOL","N","GWh","2006",3,0
"EOL","N","GWh","2006",4,0
"EOL","N","GWh","2006",5,0
"EOL","N","GWh","2006",6,0
"EOL","N","GWh","2006",7,0
"EOL","N","GWh","2006",8,0
"EOL","N","GWh","2006",9,0
"EOL","N","GWh","2006",10,0
"EOL","N","GWh","2006",11,0
"EOL","N","GWh","2006",12,0
"EOL","N","GWh","2007",1,0
"EOL","N","GWh","2007",2,0
"EOL","N","GWh","2007",3,0
"EOL","N","GWh","2007",4,0
"EOL","N","GWh","2007",5,0
"EOL","N","GWh","2007",6,0
"EOL","N","GWh","2007",7,0
"EOL","N","GWh","2007",8,0
"EOL","N","GWh","2007",9,0
"EOL","N","GWh","2007",10,0
"EOL","N","GWh","2007",11,0
"EOL","N","GWh","2007",12,0
"EOL","N","GWh","2008",1,0
"EOL","N","GWh","2008",2,0
"EOL","N","GWh","2008",3,0
"EOL","N","GWh","2008",4,0
"EOL","N","GWh","2008",5,0
"EOL","N","GWh","2008",6,0
"EOL","N","GWh","2008",7,0
"EOL","N","GWh","2008",8,0
"EOL","N","GWh","2008",9,0
"EOL","N","GWh","2008",10,0
"EOL","N","GWh","2008",11,0
"EOL","N","GWh","2008",12,0
"EOL","N","GWh","2009",1,0
"EOL","N","GWh","2009",2,0
"EOL","N","GWh","2009",3,0
"EOL","N","GWh","2009",4,0
"EOL","N","GWh","2009",5,0
"EOL","N","GWh","2009",6,0
"EOL","N","GWh","2009",7,0
"EOL","N","GWh","2009",8,0
"EOL","N","GWh","2009",9,0
"EOL","N","GWh","2009",10,0
"EOL","N","GWh","2009",11,0
"EOL","N","GWh","2009",12,0
"EOL","N","GWh","2010",1,0
"EOL","N","GWh","2010",2,0
"EOL","N","GWh","2010",3,0
"EOL","N","GWh","2010",4,0
"EOL","N","GWh","2010",5,0
"EOL","N","GWh","2010",6,0
"EOL","N","GWh","2010",7,0
"EOL","N","GWh","2010",8,0
"EOL","N","GWh","2010",9,0
"EOL","N","GWh","2010",10,0
"EOL","N","GWh","2010",11,0
"EOL","N","GWh","2010",12,0
"EOL","N","GWh","2011",1,0
"EOL","N","GWh","2011",2,0
"EOL","N","GWh","2011",3,0
"EOL","N","GWh","2011",4,0
"EOL","N","GWh","2011",5,0
"EOL","N","GWh","2011",6,0
"EOL","N","GWh","2011",7,0
"EOL","N","GWh","2011",8,0
"EOL","N","GWh","2011",9,0
"EOL","N","GWh","2011",10,0
"EOL","N","GWh","2011",11,0
"EOL","N","GWh","2011",12,0
"EOL","N","GWh","2012",1,0
"EOL","N","GWh","2012",2,0
"EOL","N","GWh","2012",3,0
"EOL","N","GWh","2012",4,0
"EOL","N","GWh","2012",5,0
"EOL","N","GWh","2012",6,0
"EOL","N","GWh","2012",7,0
"EOL","N","GWh","2012",8,0
"EOL","N","GWh","2012",9,0
"EOL","N","GWh","2012",10,0
"EOL","N","GWh","2012",11,0
"EOL","N","GWh","2012",12,0
"EOL","N","GWh","2013",1,0
"EOL","N","GWh","2013",2,0
"EOL","N","GWh","2013",3,0
"EOL","N","GWh","2013",4,0
"EOL","N","GWh","2013",5,0
"EOL","N","GWh","2013",6,0
"EOL","N","GWh","2013",7,0
"EOL","N","GWh","2013",8,0
"EOL","N","GWh","2013",9,0
"EOL","N","GWh","2013",10,0
"EOL","N","GWh","2013",11,0
"EOL","N","GWh","2013",12,0
"EOL","N","GWh","2014",1,0
"EOL","N","GWh","2014",2,0
"EOL","N","GWh","2014",3,0
"EOL","N","GWh","2014",4,0
"EOL","N","GWh","2014",5,0
"EOL","N","GWh","2014",6,0
"EOL","N","GWh","2014",7,0
"EOL","N","GWh","2014",8,0
"EOL","N","GWh","2014",9,0
"EOL","N","GWh","2014",10,0
"EOL","N","GWh","2014",11,0
"EOL","N","GWh","2014",12,0
"EOL","N","GWh","2015",1,0
"EOL","N","GWh","2015",2,0
"EOL","N","GWh","2015",3,0
"EOL","N","GWh","2015",4,0
"EOL","N","GWh","2015",5,0
"EOL","N","GWh","2015",6,0
"EOL","N","GWh","2015",7,0
"EOL","N","GWh","2015",8,0
"EOL","N","GWh","2015",9,0
"EOL","N","GWh","2015",10,0
"EOL","N","GWh","2015",11,0
"EOL","N","GWh","2015",12,0
"EOL","N","GWh","2016",1,0
"EOL","N","GWh","2016",2,0
"EOL","N","GWh","2016",3,0
"EOL","N","GWh","2016",4,0
"EOL","N","GWh","2016",5,0
"EOL","N","GWh","2016",6,0
"EOL","N","GWh","2016",7,0
"EOL","N","GWh","2016",8,0
"EOL","N","GWh","2016",9,0
"EOL","N","GWh","2016",10,0
"EOL","N","GWh","2016",11,0
"EOL","N","GWh","2016",12,0
"EOL","N","Mwmed","2006",1,0
"EOL","N","Mwmed","2006",2,0
"EOL","N","Mwmed","2006",3,0
"EOL","N","Mwmed","2006",4,0
"EOL","N","Mwmed","2006",5,0
"EOL","N","Mwmed","2006",6,0
"EOL","N","Mwmed","2006",7,0
"EOL","N","Mwmed","2006",8,0
"EOL","N","Mwmed","2006",9,0
"EOL","N","Mwmed","2006",10,0
"EOL","N","Mwmed","2006",11,0
"EOL","N","Mwmed","2006",12,0
"EOL","N","Mwmed","2007",1,0
"EOL","N","Mwmed","2007",2,0
"EOL","N","Mwmed","2007",3,0
"EOL","N","Mwmed","2007",4,0
"EOL","N","Mwmed","2007",5,0
"EOL","N","Mwmed","2007",6,0
"EOL","N","Mwmed","2007",7,0
"EOL","N","Mwmed","2007",8,0
"EOL","N","Mwmed","2007",9,0
"EOL","N","Mwmed","2007",10,0
"EOL","N","Mwmed","2007",11,0
"EOL","N","Mwmed","2007",12,0
"EOL","N","Mwmed","2008",1,0
"EOL","N","Mwmed","2008",2,0
"EOL","N","Mwmed","2008",3,0
"EOL","N","Mwmed","2008",4,0
"EOL","N","Mwmed","2008",5,0
"EOL","N","Mwmed","2008",6,0
"EOL","N","Mwmed","2008",7,0
"EOL","N","Mwmed","2008",8,0
"EOL","N","Mwmed","2008",9,0
"EOL","N","Mwmed","2008",10,0
"EOL","N","Mwmed","2008",11,0
"EOL","N","Mwmed","2008",12,0
"EOL","N","Mwmed","2009",1,0
"EOL","N","Mwmed","2009",2,0
"EOL","N","Mwmed","2009",3,0
"EOL","N","Mwmed","2009",4,0
"EOL","N","Mwmed","2009",5,0
"EOL","N","Mwmed","2009",6,0
"EOL","N","Mwmed","2009",7,0
"EOL","N","Mwmed","2009",8,0
"EOL","N","Mwmed","2009",9,0
"EOL","N","Mwmed","2009",10,0
"EOL","N","Mwmed","2009",11,0
"EOL","N","Mwmed","2009",12,0
"EOL","N","Mwmed","2010",1,0
"EOL","N","Mwmed","2010",2,0
"EOL","N","Mwmed","2010",3,0
"EOL","N","Mwmed","2010",4,0
"EOL","N","Mwmed","2010",5,0
"EOL","N","Mwmed","2010",6,0
"EOL","N","Mwmed","2010",7,0
"EOL","N","Mwmed","2010",8,0
"EOL","N","Mwmed","2010",9,0
"EOL","N","Mwmed","2010",10,0
"EOL","N","Mwmed","2010",11,0
"EOL","N","Mwmed","2010",12,0
"EOL","N","Mwmed","2011",1,0
"EOL","N","Mwmed","2011",2,0
"EOL","N","Mwmed","2011",3,0
"EOL","N","Mwmed","2011",4,0
"EOL","N","Mwmed","2011",5,0
"EOL","N","Mwmed","2011",6,0
"EOL","N","Mwmed","2011",7,0
"EOL","N","Mwmed","2011",8,0
"EOL","N","Mwmed","2011",9,0
"EOL","N","Mwmed","2011",10,0
"EOL","N","Mwmed","2011",11,0
"EOL","N","Mwmed","2011",12,0
"EOL","N","Mwmed","2012",1,0
"EOL","N","Mwmed","2012",2,0
"EOL","N","Mwmed","2012",3,0
"EOL","N","Mwmed","2012",4,0
"EOL","N","Mwmed","2012",5,0
"EOL","N","Mwmed","2012",6,0
"EOL","N","Mwmed","2012",7,0
"EOL","N","Mwmed","2012",8,0
"EOL","N","Mwmed","2012",9,0
"EOL","N","Mwmed","2012",10,0
"EOL","N","Mwmed","2012",11,0
"EOL","N","Mwmed","2012",12,0
"EOL","N","Mwmed","2013",1,0
"EOL","N","Mwmed","2013",2,0
"EOL","N","Mwmed","2013",3,0
"EOL","N","Mwmed","2013",4,0
"EOL","N","Mwmed","2013",5,0
"EOL","N","Mwmed","2013",6,0
"EOL","N","Mwmed","2013",7,0
"EOL","N","Mwmed","2013",8,0
"EOL","N","Mwmed","2013",9,0
"EOL","N","Mwmed","2013",10,0
"EOL","N","Mwmed","2013",11,0
"EOL","N","Mwmed","2013",12,0
"EOL","N","Mwmed","2014",1,0
"EOL","N","Mwmed","2014",2,0
"EOL","N","Mwmed","2014",3,0
"EOL","N","Mwmed","2014",4,0
"EOL","N","Mwmed","2014",5,0
"EOL","N","Mwmed","2014",6,0
"EOL","N","Mwmed","2014",7,0
"EOL","N","Mwmed","2014",8,0
"EOL","N","Mwmed","2014",9,0
"EOL","N","Mwmed","2014",10,0
"EOL","N","Mwmed","2014",11,0
"EOL","N","Mwmed","2014",12,0
"EOL","N","Mwmed","2015",1,0
"EOL","N","Mwmed","2015",2,0
"EOL","N","Mwmed","2015",3,0
"EOL","N","Mwmed","2015",4,0
"EOL","N","Mwmed","2015",5,0
"EOL","N","Mwmed","2015",6,0
"EOL","N","Mwmed","2015",7,0
"EOL","N","Mwmed","2015",8,0
"EOL","N","Mwmed","2015",9,0
"EOL","N","Mwmed","2015",10,0
"EOL","N","Mwmed","2015",11,0
"EOL","N","Mwmed","2015",12,0
"EOL","N","Mwmed","2016",1,0
"EOL","N","Mwmed","2016",2,0
"EOL","N","Mwmed","2016",3,0
"EOL","N","Mwmed","2016",4,0
"EOL","N","Mwmed","2016",5,0
"EOL","N","Mwmed","2016",6,0
"EOL","N","Mwmed","2016",7,0
"EOL","N","Mwmed","2016",8,0
"EOL","N","Mwmed","2016",9,0
"EOL","N","Mwmed","2016",10,0
"EOL","N","Mwmed","2016",11,0
"EOL","N","Mwmed","2016",12,0
"EOL","SE/CO","GWh","2006",1,0
"EOL","SE/CO","GWh","2006",2,0
"EOL","SE/CO","GWh","2006",3,0
"EOL","SE/CO","GWh","2006",4,0
"EOL","SE/CO","GWh","2006",5,0
"EOL","SE/CO","GWh","2006",6,0
"EOL","SE/CO","GWh","2006",7,0
"EOL","SE/CO","GWh","2006",8,0
"EOL","SE/CO","GWh","2006",9,0
"EOL","SE/CO","GWh","2006",10,0
"EOL","SE/CO","GWh","2006",11,0
"EOL","SE/CO","GWh","2006",12,0
"EOL","SE/CO","GWh","2007",1,0
"EOL","SE/CO","GWh","2007",2,0
"EOL","SE/CO","GWh","2007",3,0
"EOL","SE/CO","GWh","2007",4,0
"EOL","SE/CO","GWh","2007",5,0
"EOL","SE/CO","GWh","2007",6,0
"EOL","SE/CO","GWh","2007",7,0
"EOL","SE/CO","GWh","2007",8,0
"EOL","SE/CO","GWh","2007",9,0
"EOL","SE/CO","GWh","2007",10,0
"EOL","SE/CO","GWh","2007",11,0
"EOL","SE/CO","GWh","2007",12,0
"EOL","SE/CO","GWh","2008",1,0
"EOL","SE/CO","GWh","2008",2,0
"EOL","SE/CO","GWh","2008",3,0
"EOL","SE/CO","GWh","2008",4,0
"EOL","SE/CO","GWh","2008",5,0
"EOL","SE/CO","GWh","2008",6,0
"EOL","SE/CO","GWh","2008",7,0
"EOL","SE/CO","GWh","2008",8,0
"EOL","SE/CO","GWh","2008",9,0
"EOL","SE/CO","GWh","2008",10,0
"EOL","SE/CO","GWh","2008",11,0
"EOL","SE/CO","GWh","2008",12,0
"EOL","SE/CO","GWh","2009",1,0
"EOL","SE/CO","GWh","2009",2,0
"EOL","SE/CO","GWh","2009",3,0
"EOL","SE/CO","GWh","2009",4,0
"EOL","SE/CO","GWh","2009",5,0
"EOL","SE/CO","GWh","2009",6,0
"EOL","SE/CO","GWh","2009",7,0
"EOL","SE/CO","GWh","2009",8,0
"EOL","SE/CO","GWh","2009",9,0
"EOL","SE/CO","GWh","2009",10,0
"EOL","SE/CO","GWh","2009",11,0
"EOL","SE/CO","GWh","2009",12,0
"EOL","SE/CO","GWh","2010",1,0
"EOL","SE/CO","GWh","2010",2,0
"EOL","SE/CO","GWh","2010",3,0
"EOL","SE/CO","GWh","2010",4,0
"EOL","SE/CO","GWh","2010",5,0
"EOL","SE/CO","GWh","2010",6,0
"EOL","SE/CO","GWh","2010",7,0
"EOL","SE/CO","GWh","2010",8,0
"EOL","SE/CO","GWh","2010",9,0
"EOL","SE/CO","GWh","2010",10,0
"EOL","SE/CO","GWh","2010",11,0
"EOL","SE/CO","GWh","2010",12,0
"EOL","SE/CO","GWh","2011",1,0
"EOL","SE/CO","GWh","2011",2,0
"EOL","SE/CO","GWh","2011",3,0
"EOL","SE/CO","GWh","2011",4,0
"EOL","SE/CO","GWh","2011",5,0
"EOL","SE/CO","GWh","2011",6,0
"EOL","SE/CO","GWh","2011",7,0
"EOL","SE/CO","GWh","2011",8,0
"EOL","SE/CO","GWh","2011",9,0
"EOL","SE/CO","GWh","2011",10,0
"EOL","SE/CO","GWh","2011",11,0
"EOL","SE/CO","GWh","2011",12,0
"EOL","SE/CO","GWh","2012",1,0
"EOL","SE/CO","GWh","2012",2,0
"EOL","SE/CO","GWh","2012",3,0
"EOL","SE/CO","GWh","2012",4,0
"EOL","SE/CO","GWh","2012",5,0
"EOL","SE/CO","GWh","2012",6,0
"EOL","SE/CO","GWh","2012",7,0
"EOL","SE/CO","GWh","2012",8,0
"EOL","SE/CO","GWh","2012",9,0
"EOL","SE/CO","GWh","2012",10,0
"EOL","SE/CO","GWh","2012",11,0
"EOL","SE/CO","GWh","2012",12,0
"EOL","SE/CO","GWh","2013",1,0
"EOL","SE/CO","GWh","2013",2,0
"EOL","SE/CO","GWh","2013",3,0
"EOL","SE/CO","GWh","2013",4,0
"EOL","SE/CO","GWh","2013",5,0
"EOL","SE/CO","GWh","2013",6,0
"EOL","SE/CO","GWh","2013",7,0
"EOL","SE/CO","GWh","2013",8,0
"EOL","SE/CO","GWh","2013",9,0
"EOL","SE/CO","GWh","2013",10,0
"EOL","SE/CO","GWh","2013",11,0
"EOL","SE/CO","GWh","2013",12,0
"EOL","SE/CO","GWh","2014",1,0
"EOL","SE/CO","GWh","2014",2,0
"EOL","SE/CO","GWh","2014",3,0
"EOL","SE/CO","GWh","2014",4,0
"EOL","SE/CO","GWh","2014",5,0
"EOL","SE/CO","GWh","2014",6,0
"EOL","SE/CO","GWh","2014",7,0
"EOL","SE/CO","GWh","2014",8,0
"EOL","SE/CO","GWh","2014",9,0
"EOL","SE/CO","GWh","2014",10,0
"EOL","SE/CO","GWh","2014",11,0
"EOL","SE/CO","GWh","2014",12,0
"EOL","SE/CO","GWh","2015",1,0
"EOL","SE/CO","GWh","2015",2,0
"EOL","SE/CO","GWh","2015",3,0
"EOL","SE/CO","GWh","2015",4,0
"EOL","SE/CO","GWh","2015",5,0
"EOL","SE/CO","GWh","2015",6,0
"EOL","SE/CO","GWh","2015",7,0
"EOL","SE/CO","GWh","2015",8,0
"EOL","SE/CO","GWh","2015",9,0
"EOL","SE/CO","GWh","2015",10,0
"EOL","SE/CO","GWh","2015",11,0
"EOL","SE/CO","GWh","2015",12,0
