"tipo_de_geracao","regiao","unidade_de_medida","ano","mes","geracao_de_energia"
"EME","NE","GWh","2002",1,5.15
"EME","NE","GWh","2002",2,0
"EME","NE","GWh","2002",3,0.13
"EME","NE","GWh","2002",4,0.99
"EME","NE","GWh","2002",5,1.06
"EME","NE","GWh","2002",6,0.18
"EME","NE","GWh","2002",7,0.2
"EME","NE","GWh","2002",8,0
"EME","NE","GWh","2002",9,0.3
"EME","NE","GWh","2002",10,5.83
"EME","NE","GWh","2002",11,8.96
"EME","NE","GWh","2002",12,2.83
"EME","NE","GWh","2003",1,0
"EME","NE","GWh","2003",2,0
"EME","NE","GWh","2003",3,0
"EME","NE","GWh","2003",4,0
"EME","NE","GWh","2003",5,0
"EME","NE","GWh","2003",6,0
"EME","NE","GWh","2003",7,0
"EME","NE","GWh","2003",8,0
"EME","NE","GWh","2003",9,0
"EME","NE","GWh","2003",10,0
"EME","NE","GWh","2003",11,0
"EME","NE","GWh","2003",12,0
"EME","NE","GWh","2004",1,0
"EME","NE","GWh","2004",2,0
"EME","NE","GWh","2004",3,0
"EME","NE","GWh","2004",4,0
"EME","NE","GWh","2004",5,0
"EME","NE","GWh","2004",6,0
"EME","NE","GWh","2004",7,0
"EME","NE","GWh","2004",8,0
"EME","NE","GWh","2004",9,0
"EME","NE","GWh","2004",10,0
"EME","NE","GWh","2004",11,0
"EME","NE","GWh","2004",12,0
"EME","NE","GWh","2005",1,0.14
"EME","NE","GWh","2005",2,0
"EME","NE","GWh","2005",3,3.27
"EME","NE","GWh","2005",4,0.87
"EME","NE","GWh","2005",5,0
"EME","NE","GWh","2005",6,0
"EME","NE","GWh","2005",7,0.28
"EME","NE","GWh","2005",8,0.48
"EME","NE","GWh","2005",9,0.87
"EME","NE","GWh","2005",10,0.7
"EME","NE","GWh","2005",11,0
"EME","NE","GWh","2005",12,5.13
"EME","NE","GWh","2007",1,0
"EME","NE","GWh","2007",2,0
"EME","NE","GWh","2007",3,0
"EME","NE","GWh","2007",4,0
"EME","NE","GWh","2007",5,0
"EME","NE","GWh","2007",6,0
"EME","NE","GWh","2007",7,0
"EME","NE","GWh","2007",8,0
"EME","NE","GWh","2007",9,0
"EME","NE","GWh","2007",10,0
"EME","NE","GWh","2007",11,0
"EME","NE","GWh","2007",12,0
"EME","NE","GWh","2008",1,0
"EME","NE","GWh","2008",2,0
"EME","NE","GWh","2008",3,0
"EME","NE","GWh","2008",4,0
"EME","NE","GWh","2008",5,0
"EME","NE","GWh","2008",6,0
"EME","NE","GWh","2008",7,0
"EME","NE","GWh","2008",8,0
"EME","NE","GWh","2008",9,0
"EME","NE","GWh","2008",10,0
"EME","NE","GWh","2008",11,0
"EME","NE","GWh","2008",12,0
"EME","NE","GWh","2009",1,0
"EME","NE","GWh","2009",2,0
"EME","NE","GWh","2009",3,0
"EME","NE","GWh","2009",4,0
"EME","NE","GWh","2009",5,0
"EME","NE","GWh","2009",6,0
"EME","NE","GWh","2009",7,0
"EME","NE","GWh","2009",8,0
"EME","NE","GWh","2009",9,0
"EME","NE","GWh","2009",10,0
"EME","NE","GWh","2009",11,0
"EME","NE","GWh","2009",12,0
"EME","NE","GWh","2010",1,0
"EME","NE","GWh","2010",2,0
"EME","NE","GWh","2010",3,0
"EME","NE","GWh","2010",4,0
"EME","NE","GWh","2010",5,0
"EME","NE","GWh","2010",6,0
"EME","NE","GWh","2010",7,0
"EME","NE","GWh","2010",8,0
"EME","NE","GWh","2010",9,0
"EME","NE","GWh","2010",10,0
"EME","NE","GWh","2010",11,0
"EME","NE","GWh","2010",12,0
"EME","NE","GWh","2011",1,0
"EME","NE","GWh","2011",2,0
"EME","NE","GWh","2011",3,0
"EME","NE","GWh","2011",4,0
"EME","NE","GWh","2011",5,0
"EME","NE","GWh","2011",6,0
"EME","NE","GWh","2011",7,0
"EME","NE","GWh","2011",8,0
"EME","NE","GWh","2011",9,0
"EME","NE","GWh","2011",10,0
"EME","NE","GWh","2011",11,0
"EME","NE","GWh","2011",12,0
"EME","NE","GWh","2012",1,0
"EME","NE","GWh","2012",2,0
"EME","NE","GWh","2012",3,0
"EME","NE","GWh","2012",4,0
"EME","NE","GWh","2012",5,0
"EME","NE","GWh","2012",6,0
"EME","NE","GWh","2012",7,0
"EME","NE","GWh","2012",8,0
"EME","NE","GWh","2012",9,0
"EME","NE","GWh","2012",10,0
"EME","NE","GWh","2012",11,0
"EME","NE","GWh","2012",12,0
"EME","NE","GWh","2013",1,0
"EME","NE","GWh","2013",2,0
"EME","NE","GWh","2013",3,0
"EME","NE","GWh","2013",4,0
"EME","NE","GWh","2013",5,0
"EME","NE","GWh","2013",6,0
"EME","NE","GWh","2013",7,0
"EME","NE","GWh","2013",8,0
"EME","NE","GWh","2013",9,0
"EME","NE","GWh","2013",10,0
"EME","NE","GWh","2013",11,0
"EME","NE","GWh","2013",12,0
"EME","NE","GWh","2014",1,0
"EME","NE","GWh","2014",2,0
"EME","NE","GWh","2014",3,0
"EME","NE","GWh","2014",4,0
"EME","NE","GWh","2014",5,0
"EME","NE","GWh","2014",6,0
"EME","NE","GWh","2014",7,0
"EME","NE","GWh","2014",8,0
"EME","NE","GWh","2014",9,0
"EME","NE","GWh","2014",10,0
"EME","NE","GWh","2014",11,0
"EME","NE","GWh","2014",12,0
"EME","NE","GWh","2015",1,0
"EME","NE","GWh","2015",2,0
"EME","NE","GWh","2015",3,0
"EME","NE","GWh","2015",4,0
"EME","NE","GWh","2015",5,0
"EME","NE","GWh","2015",6,0
"EME","NE","GWh","2015",7,0
"EME","NE","GWh","2015",8,0
"EME","NE","GWh","2015",9,0
"EME","NE","GWh","2015",10,0
"EME","NE","GWh","2015",11,0
"EME","NE","GWh","2015",12,0
"EME","NE","GWh","2016",1,0
"EME","NE","GWh","2016",2,0
"EME","NE","GWh","2016",3,0
"EME","NE","GWh","2016",4,0
"EME","NE","GWh","2016",5,0
"EME","NE","GWh","2016",6,0
"EME","NE","GWh","2016",7,0
"EME","NE","GWh","2016",8,0
"EME","NE","GWh","2016",9,0
"EME","NE","GWh","2016",10,0
"EME","NE","GWh","2016",11,0
"EME","NE","GWh","2016",12,0
"EME","NE","Mwmed","2002",1,6.92
"EME","NE","Mwmed","2002",2,0
"EME","NE","Mwmed","2002",3,0.18
"EME","NE","Mwmed","2002",4,1.37
"EME","NE","Mwmed","2002",5,1.43
"EME","NE","Mwmed","2002",6,0.25
"EME","NE","Mwmed","2002",7,0.27
"EME","NE","Mwmed","2002",8,0
"EME","NE","Mwmed","2002",9,0.41
"EME","NE","Mwmed","2002",10,7.85
"EME","NE","Mwmed","2002",11,12.44
"EME","NE","Mwmed","2002",12,3.8
"EME","NE","Mwmed","2003",1,0.09
"EME","NE","Mwmed","2003",2,0
"EME","NE","Mwmed","2003",3,3.05
"EME","NE","Mwmed","2003",4,0.46
"EME","NE","Mwmed","2003",5,0
"EME","NE","Mwmed","2003",6,0.19
"EME","NE","Mwmed","2003",7,2.7
"EME","NE","Mwmed","2003",8,1.54
"EME","NE","Mwmed","2003",9,3.82
"EME","NE","Mwmed","2003",10,0.65
"EME","NE","Mwmed","2003",11,0.58
"EME","NE","Mwmed","2003",12,55.6
"EME","NE","Mwmed","2004",1,380.32
"EME","NE","Mwmed","2004",2,0.84
"EME","NE","Mwmed","2004",3,0.86
"EME","NE","Mwmed","2004",4,3.41
"EME","NE","Mwmed","2004",5,3.14
"EME","NE","Mwmed","2004",6,1.07
"EME","NE","Mwmed","2004",7,0
"EME","NE","Mwmed","2004",8,1.3
"EME","NE","Mwmed","2004",9,0
"EME","NE","Mwmed","2004",10,0.2
"EME","NE","Mwmed","2004",11,1.7
"EME","NE","Mwmed","2004",12,0.72
"EME","NE","Mwmed","2005",1,0.19
"EME","NE","Mwmed","2005",2,0
"EME","NE","Mwmed","2005",3,4.39
"EME","NE","Mwmed","2005",4,1.21
"EME","NE","Mwmed","2005",5,0
"EME","NE","Mwmed","2005",6,0
"EME","NE","Mwmed","2005",7,0.38
"EME","NE","Mwmed","2005",8,0.64
"EME","NE","Mwmed","2005",9,1.21
"EME","NE","Mwmed","2005",10,0.94
"EME","NE","Mwmed","2005",11,0
"EME","NE","Mwmed","2005",12,6.9
"EME","NE","Mwmed","2007",1,0
"EME","NE","Mwmed","2007",2,0
"EME","NE","Mwmed","2007",3,0
"EME","NE","Mwmed","2007",4,0
"EME","NE","Mwmed","2007",5,0
"EME","NE","Mwmed","2007",6,0
"EME","NE","Mwmed","2007",7,0
"EME","NE","Mwmed","2007",8,0
"EME","NE","Mwmed","2007",9,0
"EME","NE","Mwmed","2007",10,0
"EME","NE","Mwmed","2007",11,0
"EME","NE","Mwmed","2007",12,0
"EME","NE","Mwmed","2008",1,0
"EME","NE","Mwmed","2008",2,0
"EME","NE","Mwmed","2008",3,0
"EME","NE","Mwmed","2008",4,0
"EME","NE","Mwmed","2008",5,0
"EME","NE","Mwmed","2008",6,0
"EME","NE","Mwmed","2008",7,0
"EME","NE","Mwmed","2008",8,0
"EME","NE","Mwmed","2008",9,0
"EME","NE","Mwmed","2008",10,0
"EME","NE","Mwmed","2008",11,0
"EME","NE","Mwmed","2008",12,0
"EME","NE","Mwmed","2009",1,0
"EME","NE","Mwmed","2009",2,0
"EME","NE","Mwmed","2009",3,0
"EME","NE","Mwmed","2009",4,0
"EME","NE","Mwmed","2009",5,0
"EME","NE","Mwmed","2009",6,0
"EME","NE","Mwmed","2009",7,0
"EME","NE","Mwmed","2009",8,0
"EME","NE","Mwmed","2009",9,0
"EME","NE","Mwmed","2009",10,0
"EME","NE","Mwmed","2009",11,0
"EME","NE","Mwmed","2009",12,0
"EME","NE","Mwmed","2010",1,0
"EME","NE","Mwmed","2010",2,0
"EME","NE","Mwmed","2010",3,0
"EME","NE","Mwmed","2010",4,0
"EME","NE","Mwmed","2010",5,0
"EME","NE","Mwmed","2010",6,0
"EME","NE","Mwmed","2010",7,0
"EME","NE","Mwmed","2010",8,0
"EME","NE","Mwmed","2010",9,0
"EME","NE","Mwmed","2010",10,0
"EME","NE","Mwmed","2010",11,0
"EME","NE","Mwmed","2010",12,0
"EME","NE","Mwmed","2011",1,0
"EME","NE","Mwmed","2011",2,0
"EME","NE","Mwmed","2011",3,0
"EME","NE","Mwmed","2011",4,0
"EME","NE","Mwmed","2011",5,0
"EME","NE","Mwmed","2011",6,0
"EME","NE","Mwmed","2011",7,0
"EME","NE","Mwmed","2011",8,0
"EME","NE","Mwmed","2011",9,0
"EME","NE","Mwmed","2011",10,0
"EME","NE","Mwmed","2011",11,0
"EME","NE","Mwmed","2011",12,0
"EME","NE","Mwmed","2012",1,0
"EME","NE","Mwmed","2012",2,0
"EME","NE","Mwmed","2012",3,0
"EME","NE","Mwmed","2012",4,0
"EME","NE","Mwmed","2012",5,0
"EME","NE","Mwmed","2012",6,0
"EME","NE","Mwmed","2012",7,0
"EME","NE","Mwmed","2012",8,0
"EME","NE","Mwmed","2012",9,0
"EME","NE","Mwmed","2012",10,0
"EME","NE","Mwmed","2012",11,0
"EME","NE","Mwmed","2012",12,0
"EME","NE","Mwmed","2013",1,0
"EME","NE","Mwmed","2013",2,0
"EME","NE","Mwmed","2013",3,0
"EME","NE","Mwmed","2013",4,0
"EME","NE","Mwmed","2013",5,0
"EME","NE","Mwmed","2013",6,0
"EME","NE","Mwmed","2013",7,0
"EME","NE","Mwmed","2013",8,0
"EME","NE","Mwmed","2013",9,0
"EME","NE","Mwmed","2013",10,0
"EME","NE","Mwmed","2013",11,0
"EME","NE","Mwmed","2013",12,0
"EME","NE","Mwmed","2014",1,0
"EME","NE","Mwmed","2014",2,0
"EME","NE","Mwmed","2014",3,0
"EME","NE","Mwmed","2014",4,0
"EME","NE","Mwmed","2014",5,0
"EME","NE","Mwmed","2014",6,0
"EME","NE","Mwmed","2014",7,0
"EME","NE","Mwmed","2014",8,0
"EME","NE","Mwmed","2014",9,0
"EME","NE","Mwmed","2014",10,0
"EME","NE","Mwmed","2014",11,0
"EME","NE","Mwmed","2014",12,0
"EME","NE","Mwmed","2015",1,0
"EME","NE","Mwmed","2015",2,0
"EME","NE","Mwmed","2015",3,0
"EME","NE","Mwmed","2015",4,0
"EME","NE","Mwmed","2015",5,0
"EME","NE","Mwmed","2015",6,0
"EME","NE","Mwmed","2015",7,0
"EME","NE","Mwmed","2015",8,0
"EME","NE","Mwmed","2015",9,0
"EME","NE","Mwmed","2015",10,0
"EME","NE","Mwmed","2015",11,0
"EME","NE","Mwmed","2015",12,0
"EME","NE","Mwmed","2016",1,0
"EME","NE","Mwmed","2016",2,0
"EME","NE","Mwmed","2016",3,0
"EME","NE","Mwmed","2016",4,0
"EME","NE","Mwmed","2016",5,0
"EME","NE","Mwmed","2016",6,0
"EME","NE","Mwmed","2016",7,0
"EME","NE","Mwmed","2016",8,0
"EME","NE","Mwmed","2016",9,0
"EME","NE","Mwmed","2016",10,0
"EME","NE","Mwmed","2016",11,0
"EME","NE","Mwmed","2016",12,0
"EME","N","GWh","2002",1,0
"EME","N","GWh","2002",2,0
"EME","N","GWh","2002",3,0
"EME","N","GWh","2002",4,0
"EME","N","GWh","2002",5,0
"EME","N","GWh","2002",6,0
"EME","N","GWh","2002",7,0
"EME","N","GWh","2002",8,0
"EME","N","GWh","2002",9,0
"EME","N","GWh","2002",10,0
"EME","N","GWh","2002",11,0
"EME","N","GWh","2002",12,0
"EME","N","GWh","2003",1,0
"EME","N","GWh","2003",2,0
"EME","N","GWh","2003",3,0
"EME","N","GWh","2003",4,0
"EME","N","GWh","2003",5,0
"EME","N","GWh","2003",6,0
"EME","N","GWh","2003",7,0
"EME","N","GWh","2003",8,0
"EME","N","GWh","2003",9,0
"EME","N","GWh","2003",10,0
"EME","N","GWh","2003",11,0
"EME","N","GWh","2003",12,0
"EME","N","GWh","2004",1,0
"EME","N","GWh","2004",2,0
"EME","N","GWh","2004",3,0
"EME","N","GWh","2004",4,0
"EME","N","GWh","2004",5,0
"EME","N","GWh","2004",6,0
"EME","N","GWh","2004",7,0
"EME","N","GWh","2004",8,0
"EME","N","GWh","2004",9,0
"EME","N","GWh","2004",10,0
"EME","N","GWh","2004",11,0
"EME","N","GWh","2004",12,0
"EME","N","GWh","2005",1,0
"EME","N","GWh","2005",2,0
"EME","N","GWh","2005",3,0
"EME","N","GWh","2005",4,0
"EME","N","GWh","2005",5,0
"EME","N","GWh","2005",6,0
"EME","N","GWh","2005",7,0
"EME","N","GWh","2005",8,0
"EME","N","GWh","2005",9,0
"EME","N","GWh","2005",10,0
"EME","N","GWh","2005",11,0
"EME","N","GWh","2005",12,0
"EME","N","GWh","2007",1,0
"EME","N","GWh","2007",2,0
"EME","N","GWh","2007",3,0
"EME","N","GWh","2007",4,0
"EME","N","GWh","2007",5,0
"EME","N","GWh","2007",6,0
"EME","N","GWh","2007",7,0
"EME","N","GWh","2007",8,0
"EME","N","GWh","2007",9,0
"EME","N","GWh","2007",10,0
"EME","N","GWh","2007",11,0
"EME","N","GWh","2007",12,0
"EME","N","GWh","2008",1,0
"EME","N","GWh","2008",2,0
"EME","N","GWh","2008",3,0
"EME","N","GWh","2008",4,0
"EME","N","GWh","2008",5,0
"EME","N","GWh","2008",6,0
"EME","N","GWh","2008",7,0
"EME","N","GWh","2008",8,0
"EME","N","GWh","2008",9,0
"EME","N","GWh","2008",10,0
"EME","N","GWh","2008",11,0
"EME","N","GWh","2008",12,0
"EME","N","GWh","2009",1,0
"EME","N","GWh","2009",2,0
"EME","N","GWh","2009",3,0
"EME","N","GWh","2009",4,0
"EME","N","GWh","2009",5,0
"EME","N","GWh","2009",6,0
"EME","N","GWh","2009",7,0
"EME","N","GWh","2009",8,0
"EME","N","GWh","2009",9,0
"EME","N","GWh","2009",10,0
"EME","N","GWh","2009",11,0
"EME","N","GWh","2009",12,0
"EME","N","GWh","2010",1,0
"EME","N","GWh","2010",2,0
"EME","N","GWh","2010",3,0
"EME","N","GWh","2010",4,0
"EME","N","GWh","2010",5,0
"EME","N","GWh","2010",6,0
"EME","N","GWh","2010",7,0
"EME","N","GWh","2010",8,0
"EME","N","GWh","2010",9,0
"EME","N","GWh","2010",10,0
"EME","N","GWh","2010",11,0
"EME","N","GWh","2010",12,0
"EME","N","GWh","2011",1,0
"EME","N","GWh","2011",2,0
"EME","N","GWh","2011",3,0
"EME","N","GWh","2011",4,0
"EME","N","GWh","2011",5,0
"EME","N","GWh","2011",6,0
"EME","N","GWh","2011",7,0
"EME","N","GWh","2011",8,0
"EME","N","GWh","2011",9,0
"EME","N","GWh","2011",10,0
"EME","N","GWh","2011",11,0
"EME","N","GWh","2011",12,0
"EME","N","GWh","2012",1,0
"EME","N","GWh","2012",2,0
"EME","N","GWh","2012",3,0
"EME","N","GWh","2012",4,0
"EME","N","GWh","2012",5,0
"EME","N","GWh","2012",6,0
"EME","N","GWh","2012",7,0
"EME","N","GWh","2012",8,0
"EME","N","GWh","2012",9,0
"EME","N","GWh","2012",10,0
"EME","N","GWh","2012",11,0
"EME","N","GWh","2012",12,0
"EME","N","GWh","2013",1,0
"EME","N","GWh","2013",2,0
"EME","N","GWh","2013",3,0
"EME","N","GWh","2013",4,0
"EME","N","GWh","2013",5,0
"EME","N","GWh","2013",6,0
"EME","N","GWh","2013",7,0
"EME","N","GWh","2013",8,0
"EME","N","GWh","2013",9,0
"EME","N","GWh","2013",10,0
"EME","N","GWh","2013",11,0
"EME","N","GWh","2013",12,0
"EME","N","GWh","2014",1,0
"EME","N","GWh","2014",2,0
"EME","N","GWh","2014",3,0
"EME","N","GWh","2014",4,0
"EME","N","GWh","2014",5,0
"EME","N","GWh","2014",6,0
"EME","N","GWh","2014",7,0
"EME","N","GWh","2014",8,0
"EME","N","GWh","2014",9,0
"EME","N","GWh","2014",10,0
"EME","N","GWh","2014",11,0
"EME","N","GWh","2014",12,0
"EME","N","GWh","2015",1,0
"EME","N","GWh","2015",2,0
"EME","N","GWh","2015",3,0
"EME","N","GWh","2015",4,0
"EME","N","GWh","2015",5,0
"EME","N","GWh","2015",6,0
"EME","N","GWh","2015",7,0
"EME","N","GWh","2015",8,0
"EME","N","GWh","2015",9,0
"EME","N","GWh","2015",10,0
"EME","N","GWh","2015",11,0
"EME","N","GWh","2015",12,0
"EME","N","GWh","2016",1,0
"EME","N","GWh","2016",2,0
"EME","N","GWh","2016",3,0
"EME","N","GWh","2016",4,0
"EME","N","GWh","2016",5,0
"EME","N","GWh","2016",6,0
"EME","N","GWh","2016",7,0
"EME","N","GWh","2016",8,0
"EME","N","GWh","2016",9,0
"EME","N","GWh","2016",10,0
"EME","N","GWh","2016",11,0
"EME","N","GWh","2016",12,0
"EME","N","Mwmed","2002",1,0
"EME","N","Mwmed","2002",2,0
"EME","N","Mwmed","2002",3,0
"EME","N","Mwmed","2002",4,0
"EME","N","Mwmed","2002",5,0
"EME","N","Mwmed","2002",6,0
"EME","N","Mwmed","2002",7,0
"EME","N","Mwmed","2002",8,0
"EME","N","Mwmed","2002",9,0
"EME","N","Mwmed","2002",10,0
"EME","N","Mwmed","2002",11,0
"EME","N","Mwmed","2002",12,0
"EME","N","Mwmed","2003",1,0
"EME","N","Mwmed","2003",2,0
"EME","N","Mwmed","2003",3,0
"EME","N","Mwmed","2003",4,0
"EME","N","Mwmed","2003",5,0
"EME","N","Mwmed","2003",6,0
"EME","N","Mwmed","2003",7,0
"EME","N","Mwmed","2003",8,0
"EME","N","Mwmed","2003",9,0
"EME","N","Mwmed","2003",10,0
"EME","N","Mwmed","2003",11,0
"EME","N","Mwmed","2003",12,0
"EME","N","Mwmed","2004",1,0
"EME","N","Mwmed","2004",2,0
"EME","N","Mwmed","2004",3,0
"EME","N","Mwmed","2004",4,0
"EME","N","Mwmed","2004",5,0
"EME","N","Mwmed","2004",6,0
"EME","N","Mwmed","2004",7,0
"EME","N","Mwmed","2004",8,0
"EME","N","Mwmed","2004",9,0
"EME","N","Mwmed","2004",10,0
"EME","N","Mwmed","2004",11,0
"EME","N","Mwmed","2004",12,0
"EME","N","Mwmed","2005",1,0
"EME","N","Mwmed","2005",2,0
"EME","N","Mwmed","2005",3,0
"EME","N","Mwmed","2005",4,0
"EME","N","Mwmed","2005",5,0
"EME","N","Mwmed","2005",6,0
"EME","N","Mwmed","2005",7,0
"EME","N","Mwmed","2005",8,0
"EME","N","Mwmed","2005",9,0
"EME","N","Mwmed","2005",10,0
"EME","N","Mwmed","2005",11,0
"EME","N","Mwmed","2005",12,0
"EME","N","Mwmed","2007",1,0
"EME","N","Mwmed","2007",2,0
"EME","N","Mwmed","2007",3,0
"EME","N","Mwmed","2007",4,0
"EME","N","Mwmed","2007",5,0
"EME","N","Mwmed","2007",6,0
"EME","N","Mwmed","2007",7,0
"EME","N","Mwmed","2007",8,0
"EME","N","Mwmed","2007",9,0
"EME","N","Mwmed","2007",10,0
"EME","N","Mwmed","2007",11,0
"EME","N","Mwmed","2007",12,0
"EME","N","Mwmed","2008",1,0
"EME","N","Mwmed","2008",2,0
"EME","N","Mwmed","2008",3,0
"EME","N","Mwmed","2008",4,0
"EME","N","Mwmed","2008",5,0
"EME","N","Mwmed","2008",6,0
"EME","N","Mwmed","2008",7,0
"EME","N","Mwmed","2008",8,0
"EME","N","Mwmed","2008",9,0
"EME","N","Mwmed","2008",10,0
"EME","N","Mwmed","2008",11,0
"EME","N","Mwmed","2008",12,0
"EME","N","Mwmed","2009",1,0
"EME","N","Mwmed","2009",2,0
"EME","N","Mwmed","2009",3,0
"EME","N","Mwmed","2009",4,0
"EME","N","Mwmed","2009",5,0
"EME","N","Mwmed","2009",6,0
"EME","N","Mwmed","2009",7,0
"EME","N","Mwmed","2009",8,0
"EME","N","Mwmed","2009",9,0
"EME","N","Mwmed","2009",10,0
"EME","N","Mwmed","2009",11,0
"EME","N","Mwmed","2009",12,0
"EME","N","Mwmed","2010",1,0
"EME","N","Mwmed","2010",2,0
"EME","N","Mwmed","2010",3,0
"EME","N","Mwmed","2010",4,0
"EME","N","Mwmed","2010",5,0
"EME","N","Mwmed","2010",6,0
"EME","N","Mwmed","2010",7,0
"EME","N","Mwmed","2010",8,0
"EME","N","Mwmed","2010",9,0
"EME","N","Mwmed","2010",10,0
"EME","N","Mwmed","2010",11,0
"EME","N","Mwmed","2010",12,0
"EME","N","Mwmed","2011",1,0
"EME","N","Mwmed","2011",2,0
"EME","N","Mwmed","2011",3,0
"EME","N","Mwmed","2011",4,0
"EME","N","Mwmed","2011",5,0
"EME","N","Mwmed","2011",6,0
"EME","N","Mwmed","2011",7,0
"EME","N","Mwmed","2011",8,0
"EME","N","Mwmed","2011",9,0
"EME","N","Mwmed","2011",10,0
"EME","N","Mwmed","2011",11,0
"EME","N","Mwmed","2011",12,0
"EME","N","Mwmed","2012",1,0
"EME","N","Mwmed","2012",2,0
"EME","N","Mwmed","2012",3,0
"EME","N","Mwmed","2012",4,0
"EME","N","Mwmed","2012",5,0
"EME","N","Mwmed","2012",6,0
"EME","N","Mwmed","2012",7,0
"EME","N","Mwmed","2012",8,0
"EME","N","Mwmed","2012",9,0
"EME","N","Mwmed","2012",10,0
"EME","N","Mwmed","2012",11,0
"EME","N","Mwmed","2012",12,0
"EME","N","Mwmed","2013",1,0
"EME","N","Mwmed","2013",2,0
"EME","N","Mwmed","2013",3,0
"EME","N","Mwmed","2013",4,0
"EME","N","Mwmed","2013",5,0
"EME","N","Mwmed","2013",6,0
"EME","N","Mwmed","2013",7,0
"EME","N","Mwmed","2013",8,0
"EME","N","Mwmed","2013",9,0
"EME","N","Mwmed","2013",10,0
"EME","N","Mwmed","2013",11,0
"EME","N","Mwmed","2013",12,0
"EME","N","Mwmed","2014",1,0
"EME","N","Mwmed","2014",2,0
"EME","N","Mwmed","2014",3,0
"EME","N","Mwmed","2014",4,0
"EME","N","Mwmed","2014",5,0
"EME","N","Mwmed","2014",6,0
"EME","N","Mwmed","2014",7,0
"EME","N","Mwmed","2014",8,0
"EME","N","Mwmed","2014",9,0
"EME","N","Mwmed","2014",10,0
"EME","N","Mwmed","2014",11,0
"EME","N","Mwmed","2014",12,0
"EME","N","Mwmed","2015",1,0
"EME","N","Mwmed","2015",2,0
"EME","N","Mwmed","2015",3,0
"EME","N","Mwmed","2015",4,0
"EME","N","Mwmed","2015",5,0
"EME","N","Mwmed","2015",6,0
"EME","N","Mwmed","2015",7,0
"EME","N","Mwmed","2015",8,0
"EME","N","Mwmed","2015",9,0
"EME","N","Mwmed","2015",10,0
"EME","N","Mwmed","2015",11,0
"EME","N","Mwmed","2015",12,0
"EME","N","Mwmed","2016",1,0
"EME","N","Mwmed","2016",2,0
"EME","N","Mwmed","2016",3,0
"EME","N","Mwmed","2016",4,0
"EME","N","Mwmed","2016",5,0
"EME","N","Mwmed","2016",6,0
"EME","N","Mwmed","2016",7,0
"EME","N","Mwmed","2016",8,0
"EME","N","Mwmed","2016",9,0
"EME","N","Mwmed","2016",10,0
"EME","N","Mwmed","2016",11,0
"EME","N","Mwmed","2016",12,0
"EME","SE/CO","GWh","2002",1,0
"EME","SE/CO","GWh","2002",2,0.36
"EME","SE/CO","GWh","2002",3,0
"EME","SE/CO","GWh","2002",4,0.67
"EME","SE/CO","GWh","2002",5,0.23
"EME","SE/CO","GWh","2002",6,0.32
"EME","SE/CO","GWh","2002",7,0.79
"EME","SE/CO","GWh","2002",8,0.1
"EME","SE/CO","GWh","2002",9,0.34
"EME","SE/CO","GWh","2002",10,0.28
"EME","SE/CO","GWh","2002",11,0
"EME","SE/CO","GWh","2002",12,0.86
"EME","SE/CO","GWh","2003",1,0
"EME","SE/CO","GWh","2003",2,0
"EME","SE/CO","GWh","2003",3,0
"EME","SE/CO","GWh","2003",4,0
"EME","SE/CO","GWh","2003",5,0
"EME","SE/CO","GWh","2003",6,0
"EME","SE/CO","GWh","2003",7,0
"EME","SE/CO","GWh","2003",8,0
"EME","SE/CO","GWh","2003",9,0
"EME","SE/CO","GWh","2003",10,0
"EME","SE/CO","GWh","2003",11,0
"EME","SE/CO","GWh","2003",12,0
"EME","SE/CO","GWh","2004",1,0
"EME","SE/CO","GWh","2004",2,0
"EME","SE/CO","GWh","2004",3,0
"EME","SE/CO","GWh","2004",4,0
"EME","SE/CO","GWh","2004",5,0
"EME","SE/CO","GWh","2004",6,0
"EME","SE/CO","GWh","2004",7,0
"EME","SE/CO","GWh","2004",8,0
"EME","SE/CO","GWh","2004",9,0
"EME","SE/CO","GWh","2004",10,0
"EME","SE/CO","GWh","2004",11,0
"EME","SE/CO","GWh","2004",12,0
"EME","SE/CO","GWh","2005",1,0
"EME","SE/CO","GWh","2005",2,1.86
"EME","SE/CO","GWh","2005",3,2.17
"EME","SE/CO","GWh","2005",4,1.71
"EME","SE/CO","GWh","2005",5,0.07
"EME","SE/CO","GWh","2005",6,0
"EME","SE/CO","GWh","2005",7,0
"EME","SE/CO","GWh","2005",8,0
"EME","SE/CO","GWh","2005",9,0.16
"EME","SE/CO","GWh","2005",10,0
"EME","SE/CO","GWh","2005",11,0
"EME","SE/CO","GWh","2005",12,0.68
"EME","SE/CO","GWh","2007",1,0
"EME","SE/CO","GWh","2007",2,0
"EME","SE/CO","GWh","2007",3,0
"EME","SE/CO","GWh","2007",4,0
"EME","SE/CO","GWh","2007",5,0
"EME","SE/CO","GWh","2007",6,0
"EME","SE/CO","GWh","2007",7,0
"EME","SE/CO","GWh","2007",8,0
"EME","SE/CO","GWh","2007",9,0
"EME","SE/CO","GWh","2007",10,0
"EME","SE/CO","GWh","2007",11,0
"EME","SE/CO","GWh","2007",12,0
"EME","SE/CO","GWh","2008",1,0
"EME","SE/CO","GWh","2008",2,0
"EME","SE/CO","GWh","2008",3,0
"EME","SE/CO","GWh","2008",4,0
"EME","SE/CO","GWh","2008",5,0
"EME","SE/CO","GWh","2008",6,0
