"regiao","unidade_de_medida","periodo","ano","mes","carga_de_energia"
"NORTE","GWh","mensal",1,11,2909.97
"NORTE","GWh","mensal",1,12,3026.37
"NORTE","GWh","mensal",1,1,2979.39
"NORTE","GWh","mensal",1,2,2838.55
"NORTE","GWh","mensal",1,3,3087.24
"NORTE","GWh","mensal",1,4,3016.48
"NORTE","GWh","mensal",1,5,3062.65
"NORTE","GWh","mensal",1,6,2832.47
"NORTE","GWh","mensal",1,7,2922.37
"NORTE","GWh","mensal",1,8,3009.41
"NORTE","GWh","mensal",1,9,2974.31
"NORTE","GWh","mensal",1,10,3050.55
"NORTE","GWh","mensal",1,11,2910.03
"NORTE","GWh","mensal",1,12,2939.2
"NORTE","GWh","mensal",1,1,2943.24
"NORTE","GWh","mensal",1,2,2738.14
"NORTE","GWh","mensal",1,3,3138.56
"NORTE","GWh","mensal",1,4,3056.3
"NORTE","GWh","mensal",1,5,3136.56
"NORTE","GWh","mensal",1,6,2892.49
"NORTE","GWh","mensal",1,7,3447.9
"NORTE","GWh","mensal",1,8,3853.22
"NORTE","GWh","mensal",1,9,3735.81
"NORTE","GWh","mensal",1,10,3824.93
"NORTE","GWh","mensal",1,11,3627.91
"NORTE","GWh","mensal",1,12,3839.24
"NORTE","GWh","mensal",1,1,3856.09
"NORTE","GWh","mensal",1,2,3498.39
"NORTE","GWh","mensal",1,3,3861.52
"NORTE","GWh","mensal",1,4,3761.69
"NORTE","GWh","mensal",1,5,3815.19
"NORTE","GWh","mensal",1,6,3589.05
"NORTE","GWh","mensal",1,7,3716.3
"NORTE","GWh","mensal",1,8,3806.76
"NORTE","GWh","mensal",1,9,3811.9
"NORTE","GWh","mensal",1,10,3804.81
"NORTE","GWh","mensal",1,11,3708.84
"NORTE","GWh","mensal",1,12,3771.01
"NORTE","GWh","mensal",1,1,3714.58
"NORTE","GWh","mensal",1,2,3392.47
"NORTE","GWh","mensal",1,3,3791.5
"NORTE","GWh","mensal",1,4,3716.4
"NORTE","GWh","mensal",1,5,3809.92
"NORTE","GWh","mensal",1,6,3662.28
"NORTE","GWh","mensal",1,7,3735.03
"NORTE","GWh","mensal",1,8,3895.95
"NORTE","GWh","mensal",1,9,3993.86
"NORTE","GWh","mensal",1,10,4115.16
"NORTE","GWh","mensal",1,11,3930.92
"NORTE","GWh","mensal",1,12,4003.43
"NORTE","GWh","mensal",1,1,3825.89
"NORTE","GWh","mensal",1,2,3651.84
"NORTE","GWh","mensal",1,3,3938.53
"NORTE","GWh","mensal",1,4,3891.23
"NORTE","GWh","mensal",1,5,3944.54
"NORTE","GWh","mensal",1,6,3723.16
"NORTE","GWh","mensal",1,7,3874.12
"NORTE","GWh","mensal",1,8,4076.35
"NORTE","GWh","mensal",1,9,0
"NORTE","GWh","mensal",1,10,0
"NORTE","GWh","mensal",1,11,0
"NORTE","GWh","mensal",1,12,0
"NORTE","Mwmed","anual",1996,NA,2259.1
"NORTE","Mwmed","anual",1997,NA,2299.6
"NORTE","Mwmed","anual",1998,NA,2380.1
"NORTE","Mwmed","anual",1999,NA,2447.2
"NORTE","Mwmed","anual",2000,NA,2486.8
"NORTE","Mwmed","anual",2001,NA,2331.3
"NORTE","Mwmed","anual",2002,NA,2571.4
"NORTE","Mwmed","anual",2003,NA,2740.9
"NORTE","Mwmed","anual",2004,NA,2973.2
"NORTE","Mwmed","anual",2005,NA,3101.21
"NORTE","Mwmed","anual",2006,NA,3352.76
"NORTE","Mwmed","anual",2007,NA,3475.68
"NORTE","Mwmed","anual",2008,NA,3629.99
"NORTE","Mwmed","anual",2009,NA,3588.08
"NORTE","Mwmed","anual",2010,NA,3848.38
"NORTE","Mwmed","anual",2011,NA,4007.75
"NORTE","Mwmed","anual",2012,NA,4054.21
"NORTE","Mwmed","anual",2013,NA,4588.59
"NORTE","Mwmed","anual",2014,NA,5137.16
"NORTE","Mwmed","anual",2015,NA,5223.92
"NORTE","Mwmed","anual",2016,NA,5224.75
"NORTE","Mwmed","anual",2015,NA,5220.77
"NORTE","Mwmed","anual",2016,NA,5280.12
"NORTE","Mwmed","mensal",1,1,2397.64
"NORTE","Mwmed","mensal",1,2,2409.03
"NORTE","Mwmed","mensal",1,3,2407.97
"NORTE","Mwmed","mensal",1,4,2417.57
"NORTE","Mwmed","mensal",1,5,2461.8
"NORTE","Mwmed","mensal",1,6,2487.27
"NORTE","Mwmed","mensal",1,7,2441.68
"NORTE","Mwmed","mensal",1,8,2564.47
"NORTE","Mwmed","mensal",1,9,2586.58
"NORTE","Mwmed","mensal",1,10,2565.32
"NORTE","Mwmed","mensal",1,11,2562.27
"NORTE","Mwmed","mensal",1,12,2540.15
"NORTE","Mwmed","mensal",1,1,2521.86
"NORTE","Mwmed","mensal",1,2,2508.25
"NORTE","Mwmed","mensal",1,3,2523.3
"NORTE","Mwmed","mensal",1,4,2543.35
"NORTE","Mwmed","mensal",1,5,2607.19
"NORTE","Mwmed","mensal",1,6,2539.35
"NORTE","Mwmed","mensal",1,7,2222.27
"NORTE","Mwmed","mensal",1,8,2150.64
"NORTE","Mwmed","mensal",1,9,2065.4
"NORTE","Mwmed","mensal",1,10,2097.76
"NORTE","Mwmed","mensal",1,11,2084.3
"NORTE","Mwmed","mensal",1,12,2111.87
"NORTE","Mwmed","mensal",1,1,2332.53
"NORTE","Mwmed","mensal",1,2,2511.58
"NORTE","Mwmed","mensal",1,3,2536.07
"NORTE","Mwmed","mensal",1,4,2583.54
"NORTE","Mwmed","mensal",1,5,2577.57
"NORTE","Mwmed","mensal",1,6,2590.27
"NORTE","Mwmed","mensal",1,7,2616.43
"NORTE","Mwmed","mensal",1,8,2646.42
"NORTE","Mwmed","mensal",1,9,2605.71
"NORTE","Mwmed","mensal",1,10,2622.22
"NORTE","Mwmed","mensal",1,11,2646.62
"NORTE","Mwmed","mensal",1,12,2588.39
"NORTE","Mwmed","mensal",1,1,2611.27
"NORTE","Mwmed","mensal",1,2,2670.97
"NORTE","Mwmed","mensal",1,3,2712.74
"NORTE","Mwmed","mensal",1,4,2774.45
"NORTE","Mwmed","mensal",1,5,2846.97
"NORTE","Mwmed","mensal",1,6,2862.79
"NORTE","Mwmed","mensal",1,7,2745.87
"NORTE","Mwmed","mensal",1,8,2610.08
"NORTE","Mwmed","mensal",1,9,2666.07
"NORTE","Mwmed","mensal",1,10,2686.89
"NORTE","Mwmed","mensal",1,11,2872.8
"NORTE","Mwmed","mensal",1,12,2829.3
"NORTE","Mwmed","mensal",1,1,2866.97
"NORTE","Mwmed","mensal",1,2,2846.26
"NORTE","Mwmed","mensal",1,3,2922.58
"NORTE","Mwmed","mensal",1,4,2924.74
"NORTE","Mwmed","mensal",1,5,2988.83
"NORTE","Mwmed","mensal",1,6,2997.6
"NORTE","Mwmed","mensal",1,7,2991.48
"NORTE","Mwmed","mensal",1,8,3014.82
"NORTE","Mwmed","mensal",1,9,3042.84
"NORTE","Mwmed","mensal",1,10,3033.29
"NORTE","Mwmed","mensal",1,11,3026.49
"NORTE","Mwmed","mensal",1,12,3022.02
"NORTE","Mwmed","mensal",1,1,2982.25
"NORTE","Mwmed","mensal",1,2,2991.04
"NORTE","Mwmed","mensal",1,3,3041.24
"NORTE","Mwmed","mensal",1,4,3043.1
"NORTE","Mwmed","mensal",1,5,3112.13
"NORTE","Mwmed","mensal",1,6,3126.66
"NORTE","Mwmed","mensal",1,7,3026.75
"NORTE","Mwmed","mensal",1,8,3134.21
"NORTE","Mwmed","mensal",1,9,3169.68
"NORTE","Mwmed","mensal",1,10,3165.03
"NORTE","Mwmed","mensal",1,11,3207.02
"NORTE","Mwmed","mensal",1,12,3215.39
"NORTE","Mwmed","mensal",1,1,3242
"NORTE","Mwmed","mensal",1,2,3285.56
"NORTE","Mwmed","mensal",1,3,3305.5
"NORTE","Mwmed","mensal",1,4,3262.09
"NORTE","Mwmed","mensal",1,5,3351.24
"NORTE","Mwmed","mensal",1,6,3396.61
"NORTE","Mwmed","mensal",1,7,3324.3
"NORTE","Mwmed","mensal",1,8,3437.6
"NORTE","Mwmed","mensal",1,9,3412.26
"NORTE","Mwmed","mensal",1,10,3420.35
"NORTE","Mwmed","mensal",1,11,3394.49
"NORTE","Mwmed","mensal",1,12,3401.54
"NORTE","Mwmed","mensal",1,1,3420.18
"NORTE","Mwmed","mensal",1,2,3313.05
"NORTE","Mwmed","mensal",1,3,3390.02
"NORTE","Mwmed","mensal",1,4,3481.12
"NORTE","Mwmed","mensal",1,5,3537.5
"NORTE","Mwmed","mensal",1,6,3457.95
"NORTE","Mwmed","mensal",1,7,3434.06
"NORTE","Mwmed","mensal",1,8,3526.16
"NORTE","Mwmed","mensal",1,9,3552.61
"NORTE","Mwmed","mensal",1,10,3566.76
"NORTE","Mwmed","mensal",1,11,3533.29
"NORTE","Mwmed","mensal",1,12,3495.42
"NORTE","Mwmed","mensal",1,1,3467.76
"NORTE","Mwmed","mensal",1,2,3533.27
"NORTE","Mwmed","mensal",1,3,3556.94
"NORTE","Mwmed","mensal",1,4,3605.88
"NORTE","Mwmed","mensal",1,5,3641.96
"NORTE","Mwmed","mensal",1,6,3633.81
"NORTE","Mwmed","mensal",1,7,3624.53
"NORTE","Mwmed","mensal",1,8,3693.59
"NORTE","Mwmed","mensal",1,9,3741.49
"NORTE","Mwmed","mensal",1,10,3749.45
"NORTE","Mwmed","mensal",1,11,3692.19
"NORTE","Mwmed","mensal",1,12,3619.03
"NORTE","Mwmed","mensal",1,1,3569.64
"NORTE","Mwmed","mensal",1,2,3484.19
"NORTE","Mwmed","mensal",1,3,3570.15
"NORTE","Mwmed","mensal",1,4,3552.64
"NORTE","Mwmed","mensal",1,5,3539.47
"NORTE","Mwmed","mensal",1,6,3623.46
"NORTE","Mwmed","mensal",1,7,3568.45
"NORTE","Mwmed","mensal",1,8,3587.16
"NORTE","Mwmed","mensal",1,9,3635.33
"NORTE","Mwmed","mensal",1,10,3614.63
"NORTE","Mwmed","mensal",1,11,3651.68
"NORTE","Mwmed","mensal",1,12,3660.21
"NORTE","Mwmed","mensal",1,1,3713.62
"NORTE","Mwmed","mensal",1,2,3806.77
"NORTE","Mwmed","mensal",1,3,3907.5
"NORTE","Mwmed","mensal",1,4,3839.55
"NORTE","Mwmed","mensal",1,5,3887.54
"NORTE","Mwmed","mensal",1,6,3792.42
"NORTE","Mwmed","mensal",1,7,3777.03
"NORTE","Mwmed","mensal",1,8,3861.28
"NORTE","Mwmed","mensal",1,9,3938.02
"NORTE","Mwmed","mensal",1,10,3902.24
"NORTE","Mwmed","mensal",1,11,3902.78
"NORTE","Mwmed","mensal",1,12,3851.79
"NORTE","Mwmed","mensal",1,1,3793.57
"NORTE","Mwmed","mensal",1,2,3863.92
"NORTE","Mwmed","mensal",1,3,3938.36
"NORTE","Mwmed","mensal",1,4,4035.89
"NORTE","Mwmed","mensal",1,5,4098.87
"NORTE","Mwmed","mensal",1,6,4034.11
"NORTE","Mwmed","mensal",1,7,3941.9
"NORTE","Mwmed","mensal",1,8,4078.85
"NORTE","Mwmed","mensal",1,9,4127.87
"NORTE","Mwmed","mensal",1,10,4068.19
"NORTE","Mwmed","mensal",1,11,4041.62
"NORTE","Mwmed","mensal",1,12,4067.7
"NORTE","Mwmed","mensal",1,1,4004.55
"NORTE","Mwmed","mensal",1,2,4072.52
"NORTE","Mwmed","mensal",1,3,4149.51
"NORTE","Mwmed","mensal",1,4,4189.55
"NORTE","Mwmed","mensal",1,5,4116.47
"NORTE","Mwmed","mensal",1,6,3933.98
"NORTE","Mwmed","mensal",1,7,3927.91
"NORTE","Mwmed","mensal",1,8,4044.91
"NORTE","Mwmed","mensal",1,9,4130.99
"NORTE","Mwmed","mensal",1,10,4105.72
"NORTE","Mwmed","mensal",1,11,4041.71
"NORTE","Mwmed","mensal",1,12,3955.85
"NORTE","Mwmed","mensal",1,1,3955.97
"NORTE","Mwmed","mensal",1,2,4068.56
"NORTE","Mwmed","mensal",1,3,4218.49
"NORTE","Mwmed","mensal",1,4,4244.86
"NORTE","Mwmed","mensal",1,5,4215.81
"NORTE","Mwmed","mensal",1,6,4017.35
"NORTE","Mwmed","mensal",1,7,4634.27
"NORTE","Mwmed","mensal",1,8,5179.06
"NORTE","Mwmed","mensal",1,9,5188.62
"NORTE","Mwmed","mensal",1,10,5141.04
"NORTE","Mwmed","mensal",1,11,5038.77
"NORTE","Mwmed","mensal",1,12,5160.26
"NORTE","Mwmed","mensal",1,1,5182.91
"NORTE","Mwmed","mensal",1,2,5198.2
"NORTE","Mwmed","mensal",1,3,5190.22
"NORTE","Mwmed","mensal",1,4,5224.56
"NORTE","Mwmed","mensal",1,5,5127.94
"NORTE","Mwmed","mensal",1,6,4984.8
"NORTE","Mwmed","mensal",1,7,4995.03
"NORTE","Mwmed","mensal",1,8,5116.61
"NORTE","Mwmed","mensal",1,9,5294.31
"NORTE","Mwmed","mensal",1,10,5120.88
"NORTE","Mwmed","mensal",1,11,5151.17
"NORTE","Mwmed","mensal",1,12,5068.56
"NORTE","Mwmed","mensal",1,1,4992.72
"NORTE","Mwmed","mensal",1,2,5040.82
"NORTE","Mwmed","mensal",1,3,5096.1
"NORTE","Mwmed","mensal",1,4,5161.67
"NORTE","Mwmed","mensal",1,5,5120.86
"NORTE","Mwmed","mensal",1,6,5086.5
"NORTE","Mwmed","mensal",1,7,5020.2
"NORTE","Mwmed","mensal",1,8,5236.49
"NORTE","Mwmed","mensal",1,9,5547.03
"NORTE","Mwmed","mensal",1,10,5538.57
"NORTE","Mwmed","mensal",1,11,5459.61
"NORTE","Mwmed","mensal",1,12,5380.96
"NORTE","Mwmed","mensal",1,1,5142.32
"NORTE","Mwmed","mensal",1,2,5239.37
"NORTE","Mwmed","mensal",1,3,5293.72
"NORTE","Mwmed","mensal",1,4,5404.48
"NORTE","Mwmed","mensal",1,5,5301.8
"NORTE","Mwmed","mensal",1,6,5171.06
"NORTE","Mwmed","mensal",1,7,5207.16
"NORTE","Mwmed","mensal",1,8,5478.96
"NORTE","Mwmed","mensal",1,9,0
"NORTE","Mwmed","mensal",1,10,0
"NORTE","Mwmed","mensal",1,11,0
"NORTE","Mwmed","mensal",1,12,0
"SECO","GWh","anual",1996,NA,193964.2
"SECO","GWh","anual",1997,NA,205630.1
"SECO","GWh","anual",1998,NA,211997
"SECO","GWh","anual",1999,NA,216341.5
"SECO","GWh","anual",2000,NA,227046.4
"SECO","GWh","anual",2001,NA,202990.8
"SECO","GWh","anual",2002,NA,217060.2
"SECO","GWh","anual",2003,NA,229039.7
"SECO","GWh","anual",2004,NA,239365.5
"SECO","GWh","anual",2005,NA,248383.66
"SECO","GWh","anual",2006,NA,257153
"SECO","GWh","anual",2007,NA,270203.96
"SECO","GWh","anual",2008,NA,276439.69
"SECO","GWh","anual",2009,NA,272298.2
"SECO","GWh","anual",2010,NA,292790.1
"SECO","GWh","anual",2011,NA,302711.35
"SECO","GWh","anual",2012,NA,313476.35
"SECO","GWh","anual",2013,NA,314877.36
"SECO","GWh","anual",2014,NA,319725.47
"SECO","GWh","anual",2015,NA,315455.2
"SECO","GWh","anual",2016,NA,83371.13
"SECO","GWh","anual",2015,NA,315427.14
"SECO","GWh","anual",2016,NA,210573.73
"SECO","GWh","mensal",1,1,18512.86
"SECO","GWh","mensal",1,2,18094.59
"SECO","GWh","mensal",1,3,19185.84
"SECO","GWh","mensal",1,4,18463.49
"SECO","GWh","mensal",1,5,19126.31
"SECO","GWh","mensal",1,6,18457.2
"SECO","GWh","mensal",1,7,18802.46
"SECO","GWh","mensal",1,8,19327.03
"SECO","GWh","mensal",1,9,18732.04
"SECO","GWh","mensal",1,10,20097.35
"SECO","GWh","mensal",1,11,18883.38
"SECO","GWh","mensal",1,12,19354.24
"SECO","GWh","mensal",1,1,19782.77
"SECO","GWh","mensal",1,2,18504.77
"SECO","GWh","mensal",1,3,20667.24
"SECO","GWh","mensal",1,4,19568.54
"SECO","GWh","mensal",1,5,18589.75
"SECO","GWh","mensal",1,6,14697.64
"SECO","GWh","mensal",1,7,14687.99
"SECO","GWh","mensal",1,8,15096.27
"SECO","GWh","mensal",1,9,14775.99
"SECO","GWh","mensal",1,10,15483.98
"SECO","GWh","mensal",1,11,15383.35
"SECO","GWh","mensal",1,12,15752.47
"SECO","GWh","mensal",1,1,16771.65
"SECO","GWh","mensal",1,2,15557.22
"SECO","GWh","mensal",1,3,18532.32
"SECO","GWh","mensal",1,4,18496.61
"SECO","GWh","mensal",1,5,18215.54
"SECO","GWh","mensal",1,6,17523.28
"SECO","GWh","mensal",1,7,17851.52
"SECO","GWh","mensal",1,8,18557.48
"SECO","GWh","mensal",1,9,17794.81
"SECO","GWh","mensal",1,10,19894.54
"SECO","GWh","mensal",1,11,18784.89
"SECO","GWh","mensal",1,12,19080.32
"SECO","GWh","mensal",1,1,19118.9
"SECO","GWh","mensal",1,2,18515.5
"SECO","GWh","mensal",1,3,19636.58
"SECO","GWh","mensal",1,4,18894.01
"SECO","GWh","mensal",1,5,18866.96
"SECO","GWh","mensal",1,6,18237.38
"SECO","GWh","mensal",1,7,18836.32
"SECO","GWh","mensal",1,8,18946.73
"SECO","GWh","mensal",1,9,18893.76
"SECO","GWh","mensal",1,10,19957.02
"SECO","GWh","mensal",1,11,19299.33
"SECO","GWh","mensal",1,12,19837.23
"SECO","GWh","mensal",1,1,19549.29
"SECO","GWh","mensal",1,2,18680.96
"SECO","GWh","mensal",1,3,20475.5
"SECO","GWh","mensal",1,4,19672.81
"SECO","GWh","mensal",1,5,19795.11
"SECO","GWh","mensal",1,6,19136.92
"SECO","GWh","mensal",1,7,19833.33
"SECO","GWh","mensal",1,8,20220.9
"SECO","GWh","mensal",1,9,20464.08
"SECO","GWh","mensal",1,10,20662
"SECO","GWh","mensal",1,11,20269.22
"SECO","GWh","mensal",1,12,20605.41
"SECO","GWh","mensal",1,1,20705.06
"SECO","GWh","mensal",1,2,19062.42
"SECO","GWh","mensal",1,3,21821.44
"SECO","GWh","mensal",1,4,21319.96
"SECO","GWh","mensal",1,5,20722.54
"SECO","GWh","mensal",1,6,20103.19
"SECO","GWh","mensal",1,7,20249.63
"SECO","GWh","mensal",1,8,21203.4
"SECO","GWh","mensal",1,9,20334.87
"SECO","GWh","mensal",1,10,21566.21
"SECO","GWh","mensal",1,11,20345.88
"SECO","GWh","mensal",1,12,20953.87
"SECO","GWh","mensal",1,1,21881.69
"SECO","GWh","mensal",1,2,20290.89
"SECO","GWh","mensal",1,3,22800.83
"SECO","GWh","mensal",1,4,20876.26
"SECO","GWh","mensal",1,5,21107.08
"SECO","GWh","mensal",1,6,20488.45
"SECO","GWh","mensal",1,7,21358.08
"SECO","GWh","mensal",1,8,22081.76
"SECO","GWh","mensal",1,9,20938.39
"SECO","GWh","mensal",1,10,21766.02
"SECO","GWh","mensal",1,11,21448.38
"SECO","GWh","mensal",1,12,22115.73
"SECO","GWh","mensal",1,1,22290.27
"SECO","GWh","mensal",1,2,20843.31
"SECO","GWh","mensal",1,3,24314.1
"SECO","GWh","mensal",1,4,22572.04
"SECO","GWh","mensal",1,5,22231.83
"SECO","GWh","mensal",1,6,21270.59
"SECO","GWh","mensal",1,7,22002.88
"SECO","GWh","mensal",1,8,22742.29
"SECO","GWh","mensal",1,9,22439.52
"SECO","GWh","mensal",1,10,23778.88
"SECO","GWh","mensal",1,11,22500.76
"SECO","GWh","mensal",1,12,23217.5
"SECO","GWh","mensal",1,1,23205.61
"SECO","GWh","mensal",1,2,21957.74
"SECO","GWh","mensal",1,3,23959.49
"SECO","GWh","mensal",1,4,23221.82
"SECO","GWh","mensal",1,5,22939.48
"SECO","GWh","mensal",1,6,22479.27
"SECO","GWh","mensal",1,7,23313.35
"SECO","GWh","mensal",1,8,24045.75
"SECO","GWh","mensal",1,9,23102.86
"SECO","GWh","mensal",1,10,24480.05
"SECO","GWh","mensal",1,11,22273.1
"SECO","GWh","mensal",1,12,21461.15
"SECO","GWh","mensal",1,1,22005.04
"SECO","GWh","mensal",1,2,21081.68
"SECO","GWh","mensal",1,3,24014.77
"SECO","GWh","mensal",1,4,21726.75
"SECO","GWh","mensal",1,5,22156.73
"SECO","GWh","mensal",1,6,20928.18
"SECO","GWh","mensal",1,7,22401.29
"SECO","GWh","mensal",1,8,22836.92
"SECO","GWh","mensal",1,9,23028.56
"SECO","GWh","mensal",1,10,23750.14
"SECO","GWh","mensal",1,11,24219.82
"SECO","GWh","mensal",1,12,24148.34
"SECO","GWh","mensal",1,1,24979.58
"SECO","GWh","mensal",1,2,23750.3
"SECO","GWh","mensal",1,3,25958.11
"SECO","GWh","mensal",1,4,23662.14
"SECO","GWh","mensal",1,5,23983.78
"SECO","GWh","mensal",1,6,22961.73
"SECO","GWh","mensal",1,7,24130.19
"SECO","GWh","mensal",1,8,24458.44
"SECO","GWh","mensal",1,9,24504.3
"SECO","GWh","mensal",1,10,24670.02
"SECO","GWh","mensal",1,11,24068.2
"SECO","GWh","mensal",1,12,25663.29
"SECO","GWh","mensal",1,1,25942.41
"SECO","GWh","mensal",1,2,24995.51
"SECO","GWh","mensal",1,3,26011.12
"SECO","GWh","mensal",1,4,25102.9
"SECO","GWh","mensal",1,5,24773.59
"SECO","GWh","mensal",1,6,23481.02
"SECO","GWh","mensal",1,7,24624.43
"SECO","GWh","mensal",1,8,25858.74
"SECO","GWh","mensal",1,9,25079.1
"SECO","GWh","mensal",1,10,25694.56
"SECO","GWh","mensal",1,11,25014.69
"SECO","GWh","mensal",1,12,26135.13
"SECO","GWh","mensal",1,1,26183.82
"SECO","GWh","mensal",1,2,26378.72
"SECO","GWh","mensal",1,3,28387.02
"SECO","GWh","mensal",1,4,26309.42
"SECO","GWh","mensal",1,5,25476.37
"SECO","GWh","mensal",1,6,24524.89
"SECO","GWh","mensal",1,7,25114.54
"SECO","GWh","mensal",1,8,25881.91
"SECO","GWh","mensal",1,9,25541.48
"SECO","GWh","mensal",1,10,27363.92
"SECO","GWh","mensal",1,11,24951.85
"SECO","GWh","mensal",1,12,27361.36
"SECO","GWh","mensal",1,1,26946.85
"SECO","GWh","mensal",1,2,25724.76
"SECO","GWh","mensal",1,3,27980.97
"SECO","GWh","mensal",1,4,25830.9
"SECO","GWh","mensal",1,5,25825.24
"SECO","GWh","mensal",1,6,24858.86
"SECO","GWh","mensal",1,7,25481.43
"SECO","GWh","mensal",1,8,26279.65
"SECO","GWh","mensal",1,9,25915.29
"SECO","GWh","mensal",1,10,27078.71
"SECO","GWh","mensal",1,11,26249.04
"SECO","GWh","mensal",1,12,26705.67
"SECO","GWh","mensal",1,1,29477.93
"SECO","GWh","mensal",1,2,27719.56
"SECO","GWh","mensal",1,3,28909.29
"SECO","GWh","mensal",1,4,26620.3
"SECO","GWh","mensal",1,5,26101.39
"SECO","GWh","mensal",1,6,24414.17
"SECO","GWh","mensal",1,7,25224.82
"SECO","GWh","mensal",1,8,25520.62
"SECO","GWh","mensal",1,9,25803.93
"SECO","GWh","mensal",1,10,27316.13
"SECO","GWh","mensal",1,11,25913.92
"SECO","GWh","mensal",1,12,26703.41
"SECO","GWh","mensal",1,1,30210.52
"SECO","GWh","mensal",1,2,26395.01
"SECO","GWh","mensal",1,3,28493.63
"SECO","GWh","mensal",1,4,25875.5
"SECO","GWh","mensal",1,5,24833.64
"SECO","GWh","mensal",1,6,23509.64
"SECO","GWh","mensal",1,7,24564.28
"SECO","GWh","mensal",1,8,25263.84
"SECO","GWh","mensal",1,9,25590.35
"SECO","GWh","mensal",1,10,27259.31
"SECO","GWh","mensal",1,11,26186.93
"SECO","GWh","mensal",1,12,27272.56
"SECO","GWh","mensal",1,1,27205.25
"SECO","GWh","mensal",1,2,27554.5
"SECO","GWh","mensal",1,3,28624.19
"SECO","GWh","mensal",1,4,27589.89
"SECO","GWh","mensal",1,5,25304.79
"SECO","GWh","mensal",1,6,23997.36
"SECO","GWh","mensal",1,7,24731.56
"SECO","GWh","mensal",1,8,25566.19
"SECO","GWh","mensal",1,9,0
"SECO","GWh","mensal",1,10,0
"SECO","GWh","mensal",1,11,0
"SECO","GWh","mensal",1,12,0
"SECO","Mwmed","anual",1996,NA,22081.5
"SECO","Mwmed","anual",1997,NA,23473.8
"SECO","Mwmed","anual",1998,NA,24200.6
"SECO","Mwmed","anual",1999,NA,24696.5
"SECO","Mwmed","anual",2000,NA,25847.7
"SECO","Mwmed","anual",2001,NA,23198
"SECO","Mwmed","anual",2002,NA,24770.2
"SECO","Mwmed","anual",2003,NA,26157.1
"SECO","Mwmed","anual",2004,NA,27252
"SECO","Mwmed","anual",2005,NA,28355.87
"SECO","Mwmed","anual",2006,NA,29358.82
"SECO","Mwmed","anual",2007,NA,30846.14
"SECO","Mwmed","anual",2008,NA,31472.8
"SECO","Mwmed","anual",2009,NA,31087.7
"SECO","Mwmed","anual",2010,NA,33434.38
"SECO","Mwmed","anual",2011,NA,34573.49
"SECO","Mwmed","anual",2012,NA,35697.3
"SECO","Mwmed","anual",2013,NA,35956.51
"SECO","Mwmed","anual",2014,NA,36498.34
"SECO","Mwmed","anual",2015,NA,36010.87
"SECO","Mwmed","anual",2016,NA,38156.12
"SECO","Mwmed","anual",2015,NA,36007.66
"SECO","Mwmed","anual",2016,NA,35952.49
"SECO","Mwmed","mensal",1,1,24882.87
"SECO","Mwmed","mensal",1,2,25960.67
"SECO","Mwmed","mensal",1,3,25787.42
"SECO","Mwmed","mensal",1,4,25643.74
"SECO","Mwmed","mensal",1,5,25707.41
"SECO","Mwmed","mensal",1,6,25635
"SECO","Mwmed","mensal",1,7,25272.12
"SECO","Mwmed","mensal",1,8,25977.19
"SECO","Mwmed","mensal",1,9,26016.72
"SECO","Mwmed","mensal",1,10,27048.93
"SECO","Mwmed","mensal",1,11,26226.91
"SECO","Mwmed","mensal",1,12,26013.76
"SECO","Mwmed","mensal",1,1,26589.74
"SECO","Mwmed","mensal",1,2,27495.94
"SECO","Mwmed","mensal",1,3,27778.55
"SECO","Mwmed","mensal",1,4,27178.53
"SECO","Mwmed","mensal",1,5,24986.22
"SECO","Mwmed","mensal",1,6,20413.39
"SECO","Mwmed","mensal",1,7,19741.92
"SECO","Mwmed","mensal",1,8,20290.69
"SECO","Mwmed","mensal",1,9,20522.21
"SECO","Mwmed","mensal",1,10,20839.81
"SECO","Mwmed","mensal",1,11,21365.76
"SECO","Mwmed","mensal",1,12,21172.67
"SECO","Mwmed","mensal",1,1,22542.54
"SECO","Mwmed","mensal",1,2,23116.23
"SECO","Mwmed","mensal",1,3,24909.03
"SECO","Mwmed","mensal",1,4,25689.73
"SECO","Mwmed","mensal",1,5,24483.25
"SECO","Mwmed","mensal",1,6,24337.88
"SECO","Mwmed","mensal",1,7,23993.97
"SECO","Mwmed","mensal",1,8,24942.85
"SECO","Mwmed","mensal",1,9,24715.02
"SECO","Mwmed","mensal",1,10,26775.96
"SECO","Mwmed","mensal",1,11,26090.13
"SECO","Mwmed","mensal",1,12,25645.59
"SECO","Mwmed","mensal",1,1,25697.44
"SECO","Mwmed","mensal",1,2,27511.89
"SECO","Mwmed","mensal",1,3,26393.25
"SECO","Mwmed","mensal",1,4,26241.68
"SECO","Mwmed","mensal",1,5,25358.82
"SECO","Mwmed","mensal",1,6,25329.69
"SECO","Mwmed","mensal",1,7,25317.64
"SECO","Mwmed","mensal",1,8,25466.03
"SECO","Mwmed","mensal",1,9,26241.34
"SECO","Mwmed","mensal",1,10,26860.06
"SECO","Mwmed","mensal",1,11,26804.63
"SECO","Mwmed","mensal",1,12,26662.94
"SECO","Mwmed","mensal",1,1,26275.93
"SECO","Mwmed","mensal",1,2,26801.95
"SECO","Mwmed","mensal",1,3,27520.84
"SECO","Mwmed","mensal",1,4,27323.35
"SECO","Mwmed","mensal",1,5,26606.33
"SECO","Mwmed","mensal",1,6,26579.06
